lap_number,driver_number,driver,team,lap_duration_clean,cum_time,position_actual,position,is_pit_lap,position_final
48,24,24,,98.596,4858.428,13,13,False,13
49,24,24,,98.628,4957.0560000000005,13,13,False,13
50,24,24,,99.893,5056.949,13,13,False,13
51,24,24,,98.719,5155.668,13,13,False,13
52,24,24,,98.713,5254.381,13,13,False,13
53,24,24,,98.634,5353.015,13,13,False,13
54,24,24,,101.967,5454.982,13,13,False,13
55,24,24,,127.673,5582.655,16,16,True,16
56,24,24,,93.996,5676.651,16,16,False,16
1,27,HUL,Kick Sauber,107.703,107.703,14,14,False,14
2,27,HUL,Kick Sauber,100.72,208.423,14,14,False,14
3,27,HUL,Kick Sauber,100.484,308.907,14,14,False,14
4,27,HUL,Kick Sauber,101.004,409.911,15,15,False,15
5,27,HUL,Kick Sauber,101.002,510.913,15,15,False,15
6,27,HUL,Kick Sauber,101.002,611.915,15,15,False,15
7,27,HUL,Kick Sauber,101.148,713.063,15,15,False,15
8,27,HUL,Kick Sauber,101.249,814.312,15,15,False,15
9,27,HUL,Kick Sauber,101.615,915.927,15,15,False,15
10,27,HUL,Kick Sauber,102.252,1018.179,15,15,False,15
11,27,HUL,Kick Sauber,106.79,1124.969,16,16,False,16
12,27,HUL,Kick Sauber,122.579,1247.548,20,20,True,20
13,27,HUL,Kick Sauber,99.406,1346.954,19,19,False,19
14,27,HUL,Kick Sauber,98.847,1445.801,18,19,False,18
15,27,HUL,Kick Sauber,98.972,1544.773,18,18,False,18
16,27,HUL,Kick Sauber,99.136,1643.9089999999999,16,16,False,16
17,27,HUL,Kick Sauber,99.396,1743.305,16,16,False,16
18,27,HUL,Kick Sauber,100.323,1843.628,16,16,False,16
19,27,HUL,Kick Sauber,99.633,1943.261,16,16,False,16
20,27,HUL,Kick Sauber,99.495,2042.7559999999999,16,16,False,16
21,27,HUL,Kick Sauber,99.703,2142.459,16,16,False,16
22,27,HUL,Kick Sauber,99.934,2242.393,16,16,False,16
23,27,HUL,Kick Sauber,99.866,2342.259,16,16,False,16
24,27,HUL,Kick Sauber,99.855,2442.114,16,16,False,16
25,27,HUL,Kick Sauber,100.295,2542.409,16,16,False,16
26,27,HUL,Kick Sauber,102.931,2645.34,16,16,False,16
27,27,HUL,Kick Sauber,132.037,2777.377,19,19,True,19
28,27,HUL,Kick Sauber,96.981,2874.358,18,18,False,18
29,27,HUL,Kick Sauber,97.398,2971.756,18,18,False,18
30,27,HUL,Kick Sauber,97.617,3069.373,18,18,False,18
31,27,HUL,Kick Sauber,97.891,3167.264,18,18,False,18
32,27,HUL,Kick Sauber,97.806,3265.07,17,17,False,17
33,27,HUL,Kick Sauber,97.761,3362.831,17,17,False,17
34,27,HUL,Kick Sauber,97.895,3460.726,17,17,False,17
35,27,HUL,Kick Sauber,98.093,3558.819,17,17,False,17
36,27,HUL,Kick Sauber,98.245,3657.064,17,17,False,17
37,27,HUL,Kick Sauber,98.108,3755.172,17,17,False,17
38,27,HUL,Kick Sauber,98.191,3853.363,17,17,False,17
39,27,HUL,Kick Sauber,98.184,3951.547,17,17,False,17
40,27,HUL,Kick Sauber,118.689,4070.236,16,17,False,16
41,27,HUL,Kick Sauber,125.275,4195.5109999999995,16,16,True,16
42,27,HUL,Kick Sauber,96.616,4292.127,16,16,False,16
43,27,HUL,Kick Sauber,96.793,4388.92,16,16,False,16
44,27,HUL,Kick Sauber,97.076,4485.996,16,16,False,16
45,27,HUL,Kick Sauber,97.314,4583.3099999999995,16,16,False,16
46,27,HUL,Kick Sauber,99.972,4683.282,16,16,False,16
47,27,HUL,Kick Sauber,96.806,4780.088,16,16,False,16
48,27,HUL,Kick Sauber,97.086,4877.174,16,16,False,16
49,27,HUL,Kick Sauber,97.077,4974.251,16,16,False,16
50,27,HUL,Kick Sauber,97.242,5071.493,16,16,False,16
51,27,HUL,Kick Sauber,97.306,5168.799,16,16,False,16
52,27,HUL,Kick Sauber,97.917,5266.716,16,16,False,16
53,27,HUL,Kick Sauber,98.067,5364.783,16,16,False,16
54,27,HUL,Kick Sauber,98.458,5463.241,16,16,False,16
55,27,HUL,Kick Sauber,98.564,5561.805,15,15,False,15
56,27,HUL,Kick Sauber,99.206,5661.0109999999995,15,15,False,15
1,31,OCO,Haas F1 Team,106.374,106.374,11,11,False,11
2,31,OCO,Haas F1 Team,100.408,206.78199999999998,11,11,False,11
3,31,OCO,Haas F1 Team,99.948,306.73,11,11,False,11
4,31,OCO,Haas F1 Team,99.543,406.273,10,10,False,10
5,31,OCO,Haas F1 Team,100.281,506.554,10,10,False,10
6,31,OCO,Haas F1 Team,100.331,606.885,10,10,False,10
7,31,OCO,Haas F1 Team,100.488,707.373,10,10,False,10
8,31,OCO,Haas F1 Team,100.562,807.935,10,10,False,10
9,31,OCO,Haas F1 Team,100.866,908.801,10,10,False,10
10,31,OCO,Haas F1 Team,100.858,1009.659,10,10,False,10
11,31,OCO,Haas F1 Team,101.035,1110.694,10,10,False,10
12,31,OCO,Haas F1 Team,103.787,1214.481,9,9,False,9
13,31,OCO,Haas F1 Team,120.381,1334.862,12,12,True,12
14,31,OCO,Haas F1 Team,98.649,1433.511,12,12,False,12
15,31,OCO,Haas F1 Team,101.863,1535.374,13,13,False,13
16,31,OCO,Haas F1 Team,135.708,1671.0819999999999,19,19,True,19
17,31,OCO,Haas F1 Team,98.78,1769.862,19,19,False,19
18,31,OCO,Haas F1 Team,98.886,1868.748,18,18,False,18
19,31,OCO,Haas F1 Team,98.817,1967.565,18,18,False,18
20,31,OCO,Haas F1 Team,98.809,2066.374,18,18,False,18
21,31,OCO,Haas F1 Team,98.976,2165.35,18,18,False,18
22,31,OCO,Haas F1 Team,99.028,2264.378,18,18,False,18
23,31,OCO,Haas F1 Team,100.052,2364.43,19,19,False,19
24,31,OCO,Haas F1 Team,99.382,2463.812,19,19,False,19
25,31,OCO,Haas F1 Team,99.435,2563.247,19,19,False,19
26,31,OCO,Haas F1 Team,99.521,2662.768,19,19,False,19
27,31,OCO,Haas F1 Team,99.594,2762.362,18,18,False,18
28,31,OCO,Haas F1 Team,100.026,2862.388,17,17,False,17
29,31,OCO,Haas F1 Team,101.181,2963.569,17,17,False,17
30,31,OCO,Haas F1 Team,99.757,3063.326,16,16,False,16
31,31,OCO,Haas F1 Team,99.748,3163.074,16,16,False,16
32,31,OCO,Haas F1 Team,104.296,3267.37,18,18,False,18
33,31,OCO,Haas F1 Team,138.694,3406.064,19,19,True,19
34,31,OCO,Haas F1 Team,96.797,3502.861,19,19,False,19
35,31,OCO,Haas F1 Team,96.964,3599.825,19,19,False,19
36,31,OCO,Haas F1 Team,97.364,3697.189,19,19,False,19
37,31,OCO,Haas F1 Team,97.338,3794.527,19,19,False,19
38,31,OCO,Haas F1 Team,97.216,3891.743,18,18,False,18
39,31,OCO,Haas F1 Team,97.523,3989.266,18,18,False,18
40,31,OCO,Haas F1 Team,128.023,4117.289,17,18,False,17
41,31,OCO,Haas F1 Team,102.684,4219.973,17,17,False,17
42,31,OCO,Haas F1 Team,97.061,4317.034,18,17,False,18
1,44,HAM,Ferrari,102.64,102.64,5,5,False,5
2,44,HAM,Ferrari,99.166,201.80599999999998,5,5,False,5
3,44,HAM,Ferrari,99.22,301.026,5,5,False,5
4,44,HAM,Ferrari,99.198,400.224,5,5,False,5
5,44,HAM,Ferrari,99.335,499.55899999999997,5,5,False,5
6,44,HAM,Ferrari,99.756,599.3149999999999,5,5,False,5
7,44,HAM,Ferrari,99.757,699.072,5,5,False,5
8,44,HAM,Ferrari,100.267,799.3389999999999,5,5,False,5
9,44,HAM,Ferrari,100.323,899.662,5,5,False,5
10,44,HAM,Ferrari,100.289,999.951,5,5,False,5
11,44,HAM,Ferrari,100.752,1100.703,5,5,False,5
12,44,HAM,Ferrari,103.336,1204.039,7,7,False,7
13,44,HAM,Ferrari,119.179,1323.218,8,8,True,8
14,44,HAM,Ferrari,98.308,1421.526,7,7,False,7
15,44,HAM,Ferrari,98.527,1520.0529999999999,6,6,False,6
16,44,HAM,Ferrari,98.617,1618.67,5,5,False,5
17,44,HAM,Ferrari,98.704,1717.374,5,5,False,5
18,44,HAM,Ferrari,98.69,1816.064,5,5,False,5
19,44,HAM,Ferrari,98.684,1914.748,5,5,False,5
20,44,HAM,Ferrari,98.478,2013.2259999999999,5,5,False,5
21,44,HAM,Ferrari,98.581,2111.807,5,5,False,5
22,44,HAM,Ferrari,98.46,2210.267,5,5,False,5
23,44,HAM,Ferrari,98.384,2308.651,5,5,False,5
24,44,HAM,Ferrari,98.367,2407.018,5,5,False,5
25,44,HAM,Ferrari,98.29,2505.308,5,5,False,5
26,44,HAM,Ferrari,98.339,2603.647,5,5,False,5
27,44,HAM,Ferrari,98.369,2702.016,5,5,False,5
28,44,HAM,Ferrari,98.265,2800.281,5,5,False,5
29,44,HAM,Ferrari,98.38,2898.661,5,5,False,5
30,44,HAM,Ferrari,101.175,2999.836,6,6,False,6
31,44,HAM,Ferrari,119.503,3119.339,7,7,True,7
32,44,HAM,Ferrari,97.563,3216.902,6,6,False,6
33,44,HAM,Ferrari,97.549,3314.451,6,6,False,6
34,44,HAM,Ferrari,98.135,3412.586,6,6,False,6
35,44,HAM,Ferrari,96.831,3509.417,5,5,False,5
36,44,HAM,Ferrari,96.546,3605.963,5,5,False,5
37,44,HAM,Ferrari,97.388,3703.351,5,5,False,5
38,44,HAM,Ferrari,98.304,3801.655,6,6,False,6
39,44,HAM,Ferrari,97.478,3899.133,6,6,False,6
40,44,HAM,Ferrari,97.494,3996.627,5,5,False,5
41,44,HAM,Ferrari,126.491,4123.118,5,5,False,5
42,44,HAM,Ferrari,97.061,4220.179,5,5,False,5
43,44,HAM,Ferrari,97.111,4317.29,5,5,False,5
44,44,HAM,Ferrari,97.048,4414.338,5,5,False,5
45,44,HAM,Ferrari,97.661,4511.999,5,5,False,5
46,44,HAM,Ferrari,97.779,4609.778,5,5,False,5
47,44,HAM,Ferrari,98.517,4708.295,5,5,False,5
48,44,HAM,Ferrari,97.844,4806.139,5,5,False,5
49,44,HAM,Ferrari,97.954,4904.093,5,5,False,5
50,44,HAM,Ferrari,97.77,5001.863,5,5,False,5
51,44,HAM,Ferrari,98.014,5099.877,5,5,False,5
52,44,HAM,Ferrari,97.803,5197.68,5,5,False,5
53,44,HAM,Ferrari,97.988,5295.668,5,5,False,5
54,44,HAM,Ferrari,98.076,5393.744,5,5,False,5
55,44,HAM,Ferrari,97.955,5491.699,5,5,False,5
56,44,HAM,Ferrari,98.111,5589.81,5,5,False,5
57,44,HAM,Ferrari,98.255,5688.065,5,5,False,5
1,55,SAI,Williams,102.03,102.03,4,4,False,4
2,55,SAI,Williams,98.933,200.96300000000002,4,4,False,4
3,55,SAI,Williams,99.042,300.005,4,4,False,4
4,55,SAI,Williams,98.985,398.99,4,4,False,4
5,55,SAI,Williams,99.128,498.118,4,4,False,4
6,55,SAI,Williams,99.474,597.592,4,4,False,4
7,55,SAI,Williams,99.502,697.094,4,4,False,4
8,55,SAI,Williams,99.779,796.873,4,4,False,4
9,55,SAI,Williams,99.744,896.617,4,4,False,4
10,55,SAI,Williams,100.102,996.719,4,4,False,4
11,55,SAI,Williams,100.507,1097.226,4,4,False,4
12,55,SAI,Williams,100.52,1197.746,4,4,False,4
13,55,SAI,Williams,103.31,1301.056,4,4,False,4
14,55,SAI,Williams,119.006,1420.062,6,6,True,6
15,55,SAI,Williams,97.985,1518.047,5,5,False,5
16,55,SAI,Williams,98.433,1616.48,4,4,False,4
17,55,SAI,Williams,98.161,1714.641,4,4,False,4
18,55,SAI,Williams,98.287,1812.928,4,4,False,4
19,55,SAI,Williams,98.21,1911.138,4,4,False,4
20,55,SAI,Williams,98.096,2009.234,4,4,False,4
21,55,SAI,Williams,98.24,2107.474,4,4,False,4
22,55,SAI,Williams,98.453,2205.927,4,4,False,4
23,55,SAI,Williams,98.597,2304.524,4,4,False,4
24,55,SAI,Williams,98.314,2402.838,4,4,False,4
25,55,SAI,Williams,98.571,2501.409,4,4,False,4
26,55,SAI,Williams,98.331,2599.74,4,4,False,4
27,55,SAI,Williams,98.423,2698.163,4,4,False,4
28,55,SAI,Williams,98.474,2796.637,4,4,False,4
29,55,SAI,Williams,98.55,2895.187,4,4,False,4
30,55,SAI,Williams,98.601,2993.788,4,4,False,4
31,55,SAI,Williams,101.274,3095.062,4,4,False,4
32,55,SAI,Williams,118.492,3213.554,5,5,True,5
33,55,SAI,Williams,97.548,3311.102,5,5,False,5
34,55,SAI,Williams,97.475,3408.577,5,5,False,5
35,55,SAI,Williams,97.441,3506.018,4,4,False,4
36,55,SAI,Williams,97.706,3603.724,4,4,False,4
37,55,SAI,Williams,97.13,3700.854,4,4,False,4
38,55,SAI,Williams,97.444,3798.2980000000002,4,4,False,4
39,55,SAI,Williams,97.403,3895.701,4,4,False,4
40,55,SAI,Williams,97.587,3993.288,3,3,False,3
41,55,SAI,Williams,126.436,4119.724,3,3,False,3
42,55,SAI,Williams,97.375,4217.099,3,3,False,3
43,55,SAI,Williams,97.294,4314.393,3,3,False,3
44,55,SAI,Williams,97.389,4411.782,3,3,False,3
45,55,SAI,Williams,99.561,4511.343,4,4,False,4
46,55,SAI,Williams,97.844,4609.187,4,4,False,4
47,55,SAI,Williams,98.222,4707.409,4,4,False,4
48,55,SAI,Williams,97.897,4805.306,4,4,False,4
49,55,SAI,Williams,97.765,4903.071,4,4,False,4
50,55,SAI,Williams,97.604,5000.675,4,4,False,4
51,55,SAI,Williams,97.672,5098.347,4,4,False,4
52,55,SAI,Williams,97.49,5195.837,4,4,False,4
53,55,SAI,Williams,97.66,5293.497,4,4,False,4
54,55,SAI,Williams,97.694,5391.191,4,4,False,4
55,55,SAI,Williams,97.821,5489.012,4,4,False,4
56,55,SAI,Williams,98.126,5587.138,4,4,False,4
57,55,SAI,Williams,98.021,5685.159,4,4,False,4
1,63,RUS,Mercedes,103.015,103.015,6,6,False,6
2,63,RUS,Mercedes,99.59,202.60500000000002,6,6,False,6
3,63,RUS,Mercedes,99.093,301.698,6,6,False,6
4,63,RUS,Mercedes,99.261,400.959,6,6,False,6
5,63,RUS,Mercedes,99.549,500.50800000000004,6,6,False,6
6,63,RUS,Mercedes,99.493,600.001,6,6,False,6
7,63,RUS,Mercedes,100.056,700.057,6,6,False,6
8,63,RUS,Mercedes,100.31,800.367,6,6,False,6
9,63,RUS,Mercedes,100.42,900.787,6,6,False,6
10,63,RUS,Mercedes,100.532,1001.319,6,6,False,6
11,63,RUS,Mercedes,101.085,1102.404,6,6,False,6
12,63,RUS,Mercedes,101.112,1203.516,5,5,False,5
13,63,RUS,Mercedes,104.691,1308.2069999999999,7,7,False,7
14,63,RUS,Mercedes,121.269,1429.476,10,10,True,10
15,63,RUS,Mercedes,97.46,1526.936,9,9,False,9
16,63,RUS,Mercedes,97.833,1624.769,8,8,False,8
17,63,RUS,Mercedes,98.604,1723.373,8,8,False,8
18,63,RUS,Mercedes,98.427,1821.8,7,7,False,7
19,63,RUS,Mercedes,98.512,1920.312,7,7,False,7
20,63,RUS,Mercedes,98.578,2018.89,7,7,False,7
21,63,RUS,Mercedes,98.555,2117.445,7,7,False,7
22,63,RUS,Mercedes,98.438,2215.883,7,7,False,7
23,63,RUS,Mercedes,98.773,2314.656,7,7,False,7
24,63,RUS,Mercedes,98.643,2413.299,7,7,False,7
25,63,RUS,Mercedes,98.487,2511.786,7,7,False,7
26,63,RUS,Mercedes,98.462,2610.248,7,7,False,7
27,63,RUS,Mercedes,98.625,2708.873,7,7,False,7
28,63,RUS,Mercedes,98.448,2807.321,7,7,False,7
29,63,RUS,Mercedes,98.792,2906.113,7,7,False,7
30,63,RUS,Mercedes,98.541,3004.654,7,7,False,7
31,63,RUS,Mercedes,101.035,3105.689,6,6,False,6
32,63,RUS,Mercedes,118.694,3224.383,8,8,True,8
33,63,RUS,Mercedes,97.221,3321.604,8,8,False,8
34,63,RUS,Mercedes,97.311,3418.915,8,8,False,8
35,63,RUS,Mercedes,97.592,3516.507,8,8,False,8
36,63,RUS,Mercedes,97.607,3614.114,8,8,False,8
37,63,RUS,Mercedes,97.822,3711.936,8,8,False,8
38,63,RUS,Mercedes,97.66,3809.596,8,8,False,8
39,63,RUS,Mercedes,97.495,3907.091,8,8,False,8
40,63,RUS,Mercedes,98.085,4005.176,7,8,False,7
41,63,RUS,Mercedes,126.293,4131.469,7,7,False,7
42,63,RUS,Mercedes,97.035,4228.504,7,7,False,7
43,63,RUS,Mercedes,97.48,4325.984,7,7,False,7
44,63,RUS,Mercedes,97.597,4423.581,7,7,False,7
45,63,RUS,Mercedes,97.316,4520.897,7,7,False,7
46,63,RUS,Mercedes,97.571,4618.468,7,7,False,7
47,63,RUS,Mercedes,97.432,4715.9,7,7,False,7
48,63,RUS,Mercedes,97.52,4813.42,7,7,False,7
49,63,RUS,Mercedes,97.718,4911.138,7,7,False,7
50,63,RUS,Mercedes,97.383,5008.521,7,7,False,7
51,63,RUS,Mercedes,97.825,5106.346,7,7,False,7
52,63,RUS,Mercedes,97.589,5203.935,7,7,False,7
53,63,RUS,Mercedes,97.841,5301.776,7,7,False,7
54,63,RUS,Mercedes,97.923,5399.699,7,7,False,7
55,63,RUS,Mercedes,97.86,5497.559,7,7,False,7
56,63,RUS,Mercedes,97.636,5595.195,7,7,False,7
57,63,RUS,Mercedes,97.767,5692.9619999999995,7,7,False,7
1,77,77,,104.53,104.53,8,8,False,8
2,77,77,,99.956,204.486,8,8,False,8
3,77,77,,99.397,303.88300000000004,8,8,False,8
4,77,77,,99.823,403.706,8,8,False,8
5,77,77,,101.033,504.73900000000003,9,9,False,9
6,77,77,,100.265,605.004,9,9,False,9
7,77,77,,100.564,705.568,9,9,False,9
8,77,77,,100.387,805.955,9,9,False,9
9,77,77,,100.275,906.23,9,9,False,9
10,77,77,,100.676,1006.906,9,9,False,9
11,77,77,,103.269,1110.175,9,9,False,9
12,77,77,,119.45,1229.625,14,14,True,14
13,77,77,,98.03,1327.655,10,10,False,10
14,77,77,,98.098,1425.753,8,8,False,8
15,77,77,,98.851,1524.604,7,7,False,7
16,77,77,,98.494,1623.098,6,6,False,6
17,77,77,,99.973,1723.071,7,7,False,7
18,77,77,,100.24,1823.311,8,8,False,8
19,77,77,,99.497,1922.808,8,8,False,8
20,77,77,,100.442,2023.25,9,9,False,9
21,77,77,,99.355,2122.605,9,9,False,9
22,77,77,,99.356,2221.961,9,9,False,9
23,77,77,,99.311,2321.272,9,9,False,9
24,77,77,,99.427,2420.699,9,9,False,9
25,77,77,,99.49,2520.189,9,9,False,9
26,77,77,,99.5,2619.689,9,9,False,9
27,77,77,,99.287,2718.976,9,9,False,9
28,77,77,,99.016,2817.992,9,9,False,9
29,77,77,,102.22,2920.212,9,9,False,9
30,77,77,,118.886,3039.098,11,11,True,11
31,77,77,,97.379,3136.477,10,10,False,10
32,77,77,,97.675,3234.152,9,9,False,9
33,77,77,,97.775,3331.927,9,9,False,9
34,77,77,,97.774,3429.701,9,9,False,9
35,77,77,,97.817,3527.518,9,9,False,9
36,77,77,,97.827,3625.345,9,9,False,9
37,77,77,,97.774,3723.119,9,9,False,9
38,77,77,,97.658,3820.777,9,9,False,9
39,77,77,,97.784,3918.561,9,9,False,9
40,77,77,,110.376,4028.937,8,9,False,8
41,77,77,,115.281,4144.218,8,8,False,8
42,77,77,,97.736,4241.954,8,8,False,8
43,77,77,,97.813,4339.767,8,8,False,8
44,77,77,,97.868,4437.635,8,8,False,8
45,77,77,,97.688,4535.323,8,8,False,8
46,77,77,,97.83,4633.153,8,8,False,8
47,77,77,,97.815,4730.968,8,8,False,8
48,77,77,,97.5,4828.468,8,8,False,8
49,77,77,,97.85,4926.318,8,8,False,8
50,77,77,,97.71,5024.028,8,8,False,8
51,77,77,,97.816,5121.844,8,8,False,8
52,77,77,,97.947,5219.791,8,8,False,8
53,77,77,,97.856,5317.647,8,8,False,8
54,77,77,,97.738,5415.385,8,8,False,8
55,77,77,,97.807,5513.192,8,8,False,8
56,77,77,,98.16,5611.352,8,8,False,8
57,77,77,,98.407,5709.759,8,8,False,8
1,81,PIA,McLaren,108.483,108.483,16,16,False,16
2,81,PIA,McLaren,100.83,209.313,16,16,False,16
3,81,PIA,McLaren,100.691,310.004,16,16,False,16
4,81,PIA,McLaren,100.718,410.722,16,16,False,16
5,81,PIA,McLaren,100.862,511.584,16,16,False,16
6,81,PIA,McLaren,101.111,612.695,16,16,False,16
7,81,PIA,McLaren,101.167,713.862,16,16,False,16
8,81,PIA,McLaren,101.295,815.157,16,16,False,16
9,81,PIA,McLaren,101.534,916.691,16,16,False,16
10,81,PIA,McLaren,101.584,1018.275,16,16,False,16
11,81,PIA,McLaren,101.352,1119.627,13,13,False,13
12,81,PIA,McLaren,101.156,1220.7830000000001,11,11,False,11
13,81,PIA,McLaren,122.071,1342.854,16,16,False,16
14,81,PIA,McLaren,98.859,1441.713,20,16,False,20
